Date,P1
07/29/1996,1.399
07/22/1996,1.408
07/15/1996,1.409
07/8/1996,1.412
07/1/1996,1.416
06/24/1996,1.425
06/17/1996,1.438
06/10/1996,1.444
06/3/1996,1.454
05/27/1996,1.458
05/20/1996,1.468
05/13/1996,1.461
05/6/1996,1.458
04/29/1996,1.455
04/22/1996,1.438
04/15/1996,1.422
04/8/1996,1.381
04/1/1996,1.357
03/25/1996,1.345
03/18/1996,1.317
03/11/1996,1.308
03/4/1996,1.308
02/26/1996,1.291
02/19/1996,1.271
02/12/1996,1.265
02/5/1996,1.269
01/29/1996,1.272
01/22/1996,1.278
01/15/1996,1.285
01/8/1996,1.277
01/1/1996,1.268
12/25/1995,1.265
12/18/1995,1.262
12/11/1995,1.248
12/4/1995,1.246
11/27/1995,1.243
11/20/1995,1.244
11/13/1995,1.248
11/6/1995,1.252
10/30/1995,1.255
10/23/1995,1.263
10/16/1995,1.273
10/9/1995,1.283
10/2/1995,1.29
09/25/1995,1.296
09/18/1995,1.297
09/11/1995,1.298
09/4/1995,1.3
08/28/1995,1.305
08/21/1995,1.311
08/14/1995,1.312
08/7/1995,1.316
07/31/1995,1.319
07/24/1995,1.333
07/17/1995,1.342
07/10/1995,1.352
07/3/1995,1.362
06/26/1995,1.37
06/19/1995,1.376
06/12/1995,1.383
06/5/1995,1.386
05/29/1995,1.386
05/22/1995,1.383
05/15/1995,1.364
05/8/1995,1.356
05/1/1995,1.332
04/24/1995,1.323
04/17/1995,1.3
04/10/1995,1.286
04/3/1995,1.27
03/27/1995,1.259
03/20/1995,1.254
03/13/1995,1.256
03/6/1995,1.263
02/27/1995,1.265
02/20/1995,1.259
02/13/1995,1.265
02/6/1995,1.27
01/30/1995,1.275
01/23/1995,1.277
01/16/1995,1.271
01/9/1995,1.279
01/2/1995,1.272
12/26/1994,1.27
12/19/1994,1.279
12/12/1994,1.288
12/5/1994,1.301
11/28/1994,1.303
